province,data_date,total_case,total_death,daily_case,daily_death,casesroll_avg,maxcaserate,maxcaseday,filter_week,seq_
Jawa Timur,2020-12-29,82321,5701,789,64,786.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,281
Kalimantan Selatan,2020-12-29,15163,581,61,2,66.85714285714286,260.42857142857144,2021-04-02,2020-04-16,258
Bali,2020-12-30,17414,515,157,9,123.42857142857143,411,2021-07-08,2020-04-09,266
DKI Jakarta,2020-12-30,181713,3249,2053,21,1981.5714285714287,10324,2021-07-08,2020-03-12,294
Jambi,2020-12-30,3192,55,35,1,23.142857142857142,132,2021-06-19,2020-08-04,149
Jawa Barat,2020-12-30,82555,1161,1233,2,866.1428571428571,6477.714285714285,2021-07-08,2020-03-21,285
Jawa Tengah,2020-12-30,80777,3501,951,79,920.2857142857143,3466.714285714286,2021-07-08,2020-03-28,278
Jawa Timur,2020-12-30,83217,5762,896,61,795.1428571428571,1820.7142857142858,2021-07-08,2020-03-24,282
Kalimantan Selatan,2020-12-30,15237,584,74,3,64.57142857142857,260.42857142857144,2021-04-02,2020-04-16,259
Bali,2020-12-31,17593,519,179,4,131.42857142857142,411,2021-07-08,2020-04-09,267
DKI Jakarta,2020-12-31,183735,3270,2022,21,1994.2857142857142,10324,2021-07-08,2020-03-12,295
Jambi,2020-12-31,3227,55,35,0,22.714285714285715,132,2021-06-19,2020-08-04,150
Jawa Barat,2020-12-31,83579,1172,1024,11,912.1428571428571,6477.714285714285,2021-07-08,2020-03-21,286
Jawa Tengah,2020-12-31,81716,3562,939,61,927.1428571428571,3466.714285714286,2021-07-08,2020-03-28,279
Jawa Timur,2020-12-31,84152,5827,935,65,823.8571428571429,1820.7142857142858,2021-07-08,2020-03-24,283
Kalimantan Selatan,2020-12-31,15303,585,66,1,60.42857142857143,260.42857142857144,2021-04-02,2020-04-16,260
Bali,2021-01-01,17694,520,101,1,129.85714285714286,411,2021-07-08,2020-04-09,268
DKI Jakarta,2021-01-01,185691,3290,1956,20,1974.2857142857142,10324,2021-07-08,2020-03-12,296
Jambi,2021-01-01,3263,55,36,0,23.857142857142858,132,2021-06-19,2020-08-04,151
Jawa Barat,2021-01-01,85083,1175,1504,3,998,6477.714285714285,2021-07-08,2020-03-21,287
Jawa Tengah,2021-01-01,82613,3600,897,38,925.1428571428571,3466.714285714286,2021-07-08,2020-03-28,280
Jawa Timur,2021-01-01,85039,5900,887,73,833.1428571428571,1820.7142857142858,2021-07-08,2020-03-24,284
Kalimantan Selatan,2021-01-01,15402,586,99,1,61.285714285714285,260.42857142857144,2021-04-02,2020-04-16,261
Bali,2021-01-02,17859,525,165,5,139.71428571428572,411,2021-07-08,2020-04-09,269
DKI Jakarta,2021-01-02,187585,3316,1894,26,1950.857142857143,10324,2021-07-08,2020-03-12,297
Jambi,2021-01-02,3296,56,33,1,28.571428571428573,132,2021-06-19,2020-08-04,152
Jawa Barat,2021-01-02,86250,1176,1167,1,1078.857142857143,6477.714285714285,2021-07-08,2020-03-21,288
Jawa Tengah,2021-01-02,83584,3686,971,86,939.4285714285714,3466.714285714286,2021-07-08,2020-03-28,281
Jawa Timur,2021-01-02,85762,5959,723,59,821.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,285
Kalimantan Selatan,2021-01-02,15419,587,17,1,54.714285714285715,260.42857142857144,2021-04-02,2020-04-16,262
Bali,2021-01-03,17978,527,119,2,147.28571428571428,411,2021-07-08,2020-04-09,270
DKI Jakarta,2021-01-03,189243,3326,1658,10,1902.4285714285713,10324,2021-07-08,2020-03-12,298
Jambi,2021-01-03,3322,56,26,0,29.428571428571427,132,2021-06-19,2020-08-04,153
Jawa Barat,2021-01-03,87482,1178,1232,2,1127.4285714285713,6477.714285714285,2021-07-08,2020-03-21,289
Jawa Tengah,2021-01-03,84512,3749,928,63,959.8571428571429,3466.714285714286,2021-07-08,2020-03-28,282
Jawa Timur,2021-01-03,86361,6009,599,50,801.8571428571429,1820.7142857142858,2021-07-08,2020-03-24,286
Kalimantan Selatan,2021-01-03,15490,589,71,2,58.42857142857143,260.42857142857144,2021-04-02,2020-04-16,263
Bali,2021-01-04,18096,534,118,7,144.42857142857142,411,2021-07-08,2020-04-09,271
DKI Jakarta,2021-01-04,191075,3347,1832,21,1924.4285714285713,10324,2021-07-08,2020-03-12,299
Jambi,2021-01-04,3336,57,14,1,29.857142857142858,132,2021-06-19,2020-08-04,154
Jawa Barat,2021-01-04,88561,1180,1079,2,1224,6477.714285714285,2021-07-08,2020-03-21,290
Jawa Tengah,2021-01-04,85549,3787,1037,38,968.4285714285714,3466.714285714286,2021-07-08,2020-03-28,283
Jawa Timur,2021-01-04,87070,6065,709,56,791.1428571428571,1820.7142857142858,2021-07-08,2020-03-24,287
Kalimantan Selatan,2021-01-04,15510,591,20,2,58.285714285714285,260.42857142857144,2021-04-02,2020-04-16,264
Bali,2021-01-05,18263,536,167,2,143.71428571428572,411,2021-07-08,2020-04-09,272
DKI Jakarta,2021-01-05,192899,3366,1824,19,1891.2857142857142,10324,2021-07-08,2020-03-12,300
Jambi,2021-01-05,3356,57,20,0,28.428571428571427,132,2021-06-19,2020-08-04,155
Jawa Barat,2021-01-05,89661,1188,1100,8,1191.2857142857142,6477.714285714285,2021-07-08,2020-03-21,291
Jawa Tengah,2021-01-05,86545,3840,996,53,959.8571428571429,3466.714285714286,2021-07-08,2020-03-28,284
Jawa Timur,2021-01-05,87797,6119,727,54,782.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,288
Kalimantan Selatan,2021-01-05,15591,593,81,2,61.142857142857146,260.42857142857144,2021-04-02,2020-04-16,265
Bali,2021-01-06,18454,543,191,7,148.57142857142858,411,2021-07-08,2020-04-09,273
DKI Jakarta,2021-01-06,195301,3382,2402,16,1941.142857142857,10324,2021-07-08,2020-03-12,301
Jambi,2021-01-06,3397,57,41,0,29.285714285714285,132,2021-06-19,2020-08-04,156
Jawa Barat,2021-01-06,91131,1199,1470,11,1225.142857142857,6477.714285714285,2021-07-08,2020-03-21,292
Jawa Tengah,2021-01-06,87568,3888,1023,48,970.1428571428571,3466.714285714286,2021-07-08,2020-03-28,285
Jawa Timur,2021-01-06,88642,6173,845,54,775,1820.7142857142858,2021-07-08,2020-03-24,289
Kalimantan Selatan,2021-01-06,15679,593,88,0,63.142857142857146,260.42857142857144,2021-04-02,2020-04-16,266
Bali,2021-01-07,18643,548,189,5,150,411,2021-07-08,2020-04-09,274
DKI Jakarta,2021-01-07,197699,3403,2398,21,1994.857142857143,10324,2021-07-08,2020-03-12,302
Jambi,2021-01-07,3454,59,57,2,32.42857142857143,132,2021-06-19,2020-08-04,157
Jawa Barat,2021-01-07,92547,1201,1416,2,1281.142857142857,6477.714285714285,2021-07-08,2020-03-21,293
Jawa Tengah,2021-01-07,88566,3935,998,47,978.5714285714286,3466.714285714286,2021-07-08,2020-03-28,286
Jawa Timur,2021-01-07,89590,6241,948,68,776.8571428571429,1820.7142857142858,2021-07-08,2020-03-24,290
Kalimantan Selatan,2021-01-07,15772,594,93,1,67,260.42857142857144,2021-04-02,2020-04-16,267
Bali,2021-01-08,18874,552,231,4,168.57142857142858,411,2021-07-08,2020-04-09,275
DKI Jakarta,2021-01-08,200658,3427,2959,24,2138.1428571428573,10324,2021-07-08,2020-03-12,303
Jambi,2021-01-08,3526,60,72,1,37.57142857142857,132,2021-06-19,2020-08-04,158
Jawa Barat,2021-01-08,94371,1205,1824,4,1326.857142857143,6477.714285714285,2021-07-08,2020-03-21,294
Jawa Tengah,2021-01-08,89637,3992,1071,57,1003.4285714285714,3466.714285714286,2021-07-08,2020-03-28,287
Jawa Timur,2021-01-08,90615,6314,1025,73,796.5714285714286,1820.7142857142858,2021-07-08,2020-03-24,291
Kalimantan Selatan,2021-01-08,15861,596,89,2,65.57142857142857,260.42857142857144,2021-04-02,2020-04-16,268
Bali,2021-01-09,19063,556,189,4,172,411,2021-07-08,2020-04-09,276
DKI Jakarta,2021-01-09,203411,3454,2753,27,2260.8571428571427,10324,2021-07-08,2020-03-12,304
Jambi,2021-01-09,3570,60,44,0,39.142857142857146,132,2021-06-19,2020-08-04,159
Jawa Barat,2021-01-09,96102,1211,1731,6,1407.4285714285713,6477.714285714285,2021-07-08,2020-03-21,295
Jawa Tengah,2021-01-09,90670,4014,1033,22,1012.2857142857143,3466.714285714286,2021-07-08,2020-03-28,288
Jawa Timur,2021-01-09,91609,6380,994,66,835.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,292
Kalimantan Selatan,2021-01-09,15959,598,98,2,77.14285714285714,260.42857142857144,2021-04-02,2020-04-16,269
Bali,2021-01-10,19232,559,169,3,179.14285714285714,411,2021-07-08,2020-04-09,277
DKI Jakarta,2021-01-10,206122,3485,2711,31,2411.285714285714,10324,2021-07-08,2020-03-12,305
Jambi,2021-01-10,3601,63,31,3,39.857142857142854,132,2021-06-19,2020-08-04,160
Jawa Barat,2021-01-10,97570,1219,1468,8,1441.142857142857,6477.714285714285,2021-07-08,2020-03-21,296
Jawa Tengah,2021-01-10,91715,4031,1045,17,1029,3466.714285714286,2021-07-08,2020-03-28,289
Jawa Timur,2021-01-10,92613,6441,1004,61,893.1428571428571,1820.7142857142858,2021-07-08,2020-03-24,293
Kalimantan Selatan,2021-01-10,16079,598,120,0,84.14285714285714,260.42857142857144,2021-04-02,2020-04-16,270
Bali,2021-01-11,19485,563,253,4,198.42857142857142,411,2021-07-08,2020-04-09,278
DKI Jakarta,2021-01-11,208583,3516,2461,31,2501.1428571428573,10324,2021-07-08,2020-03-12,306
Jambi,2021-01-11,3615,63,14,0,39.857142857142854,132,2021-06-19,2020-08-04,161
Jawa Barat,2021-01-11,99045,1230,1475,11,1497.7142857142858,6477.714285714285,2021-07-08,2020-03-21,297
Jawa Tengah,2021-01-11,92764,4062,1049,31,1030.7142857142858,3466.714285714286,2021-07-08,2020-03-28,290
Jawa Timur,2021-01-11,93405,6511,792,70,905,1820.7142857142858,2021-07-08,2020-03-24,294
Kalimantan Selatan,2021-01-11,16193,600,114,2,97.57142857142857,260.42857142857144,2021-04-02,2020-04-16,271
Bali,2021-01-12,19835,569,350,6,224.57142857142858,411,2021-07-08,2020-04-09,279
DKI Jakarta,2021-01-12,211252,3550,2669,34,2621.8571428571427,10324,2021-07-08,2020-03-12,307
Jambi,2021-01-12,3649,63,34,0,41.857142857142854,132,2021-06-19,2020-08-04,162
Jawa Barat,2021-01-12,100585,1245,1540,15,1560.5714285714287,6477.714285714285,2021-07-08,2020-03-21,298
Jawa Tengah,2021-01-12,94087,4161,1323,99,1077.4285714285713,3466.714285714286,2021-07-08,2020-03-28,291
Jawa Timur,2021-01-12,94249,6576,844,65,921.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,295
Kalimantan Selatan,2021-01-12,16227,601,34,1,90.85714285714286,260.42857142857144,2021-04-02,2020-04-16,272
Bali,2021-01-13,20103,575,268,6,235.57142857142858,411,2021-07-08,2020-04-09,280
DKI Jakarta,2021-01-13,214728,3595,3476,45,2775.285714285714,10324,2021-07-08,2020-03-12,308
Jambi,2021-01-13,3727,64,78,1,47.142857142857146,132,2021-06-19,2020-08-04,163
Jawa Barat,2021-01-13,102340,1256,1755,11,1601.2857142857142,6477.714285714285,2021-07-08,2020-03-21,299
Jawa Tengah,2021-01-13,95562,4255,1475,94,1142,3466.714285714286,2021-07-08,2020-03-28,292
Jawa Timur,2021-01-13,95064,6647,815,71,917.4285714285714,1820.7142857142858,2021-07-08,2020-03-24,296
Kalimantan Selatan,2021-01-13,16296,603,69,2,88.14285714285714,260.42857142857144,2021-04-02,2020-04-16,273
Bali,2021-01-14,20400,577,297,2,251,411,2021-07-08,2020-04-09,281
DKI Jakarta,2021-01-14,217893,3638,3165,43,2884.8571428571427,10324,2021-07-08,2020-03-12,309
Jambi,2021-01-14,3807,64,80,0,50.42857142857143,132,2021-06-19,2020-08-04,164
Jawa Barat,2021-01-14,104541,1267,2201,11,1713.4285714285713,6477.714285714285,2021-07-08,2020-03-21,300
Jawa Tengah,2021-01-14,97059,4343,1497,88,1213.2857142857142,3466.714285714286,2021-07-08,2020-03-28,293
Jawa Timur,2021-01-14,96045,6716,981,69,922.1428571428571,1820.7142857142858,2021-07-08,2020-03-24,297
Kalimantan Selatan,2021-01-14,16397,605,101,2,89.28571428571429,260.42857142857144,2021-04-02,2020-04-16,274
Bali,2021-01-15,20711,583,311,6,262.42857142857144,411,2021-07-08,2020-04-09,282
DKI Jakarta,2021-01-15,220434,3673,2541,35,2825.1428571428573,10324,2021-07-08,2020-03-12,310
Jambi,2021-01-15,3858,64,51,0,47.42857142857143,132,2021-06-19,2020-08-04,165
Jawa Barat,2021-01-15,107636,1294,3095,27,1895,6477.714285714285,2021-07-08,2020-03-21,301
Jawa Tengah,2021-01-15,99052,4375,1993,32,1345,3466.714285714286,2021-07-08,2020-03-28,294
Jawa Timur,2021-01-15,97243,6779,1198,63,946.8571428571429,1820.7142857142858,2021-07-08,2020-03-24,298
Kalimantan Selatan,2021-01-15,16504,608,107,3,91.85714285714286,260.42857142857144,2021-04-02,2020-04-16,275
Bali,2021-01-16,21030,586,319,3,281,411,2021-07-08,2020-04-09,283
DKI Jakarta,2021-01-16,223970,3705,3536,32,2937,10324,2021-07-08,2020-03-12,311
Jambi,2021-01-16,3894,66,36,2,46.285714285714285,132,2021-06-19,2020-08-04,166
Jawa Barat,2021-01-16,111096,1336,3460,42,2142,6477.714285714285,2021-07-08,2020-03-21,302
Jawa Tengah,2021-01-16,101049,4443,1997,68,1482.7142857142858,3466.714285714286,2021-07-08,2020-03-28,295
Jawa Timur,2021-01-16,98403,6833,1160,54,970.5714285714286,1820.7142857142858,2021-07-08,2020-03-24,299
Kalimantan Selatan,2021-01-16,16612,610,108,2,93.28571428571429,260.42857142857144,2021-04-02,2020-04-16,276
Bali,2021-01-17,21292,587,262,1,294.2857142857143,411,2021-07-08,2020-04-09,284
DKI Jakarta,2021-01-17,227365,3738,3395,33,3034.714285714286,10324,2021-07-08,2020-03-12,312
Jambi,2021-01-17,3946,66,52,0,49.285714285714285,132,2021-06-19,2020-08-04,167
Jawa Barat,2021-01-17,112587,1347,1491,11,2145.285714285714,6477.714285714285,2021-07-08,2020-03-21,303
Jawa Tengah,2021-01-17,102904,4485,1855,42,1598.4285714285713,3466.714285714286,2021-07-08,2020-03-28,296
Jawa Timur,2021-01-17,99377,6890,974,57,966.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,300
Kalimantan Selatan,2021-01-17,16724,612,112,2,92.14285714285714,260.42857142857144,2021-04-02,2020-04-16,277
Bali,2021-01-18,21530,591,238,4,292.14285714285717,411,2021-07-08,2020-04-09,285
DKI Jakarta,2021-01-18,229726,3774,2361,36,3020.4285714285716,10324,2021-07-08,2020-03-12,313
Jambi,2021-01-18,3975,66,29,0,51.42857142857143,132,2021-06-19,2020-08-04,168
Jawa Barat,2021-01-18,114072,1375,1485,28,2146.714285714286,6477.714285714285,2021-07-08,2020-03-21,304
Jawa Tengah,2021-01-18,104463,4568,1559,83,1671.2857142857142,3466.714285714286,2021-07-08,2020-03-28,297
Jawa Timur,2021-01-18,100225,6968,848,78,974.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,301
Kalimantan Selatan,2021-01-18,16737,614,13,2,77.71428571428571,260.42857142857144,2021-04-02,2020-04-16,278
Bali,2021-01-19,21777,597,247,6,277.42857142857144,411,2021-07-08,2020-04-09,286
DKI Jakarta,2021-01-19,232289,3814,2563,40,3005.285714285714,10324,2021-07-08,2020-03-12,314
Jambi,2021-01-19,4024,66,49,0,53.57142857142857,132,2021-06-19,2020-08-04,169
Jawa Barat,2021-01-19,115756,1399,1684,24,2167.285714285714,6477.714285714285,2021-07-08,2020-03-21,305
Jawa Tengah,2021-01-19,106076,4672,1613,104,1712.7142857142858,3466.714285714286,2021-07-08,2020-03-28,298
Jawa Timur,2021-01-19,101197,7057,972,89,992.5714285714286,1820.7142857142858,2021-07-08,2020-03-24,302
Kalimantan Selatan,2021-01-19,16805,616,68,2,82.57142857142857,260.42857142857144,2021-04-02,2020-04-16,279
Bali,2021-01-20,22271,603,494,6,309.7142857142857,411,2021-07-08,2020-04-09,287
DKI Jakarta,2021-01-20,236075,3847,3786,33,3049.5714285714284,10324,2021-07-08,2020-03-12,315
Jambi,2021-01-20,4056,66,32,0,47,132,2021-06-19,2020-08-04,170
Jawa Barat,2021-01-20,117570,1412,1814,13,2175.714285714286,6477.714285714285,2021-07-08,2020-03-21,306
Jawa Tengah,2021-01-20,107851,4742,1775,70,1755.5714285714287,3466.714285714286,2021-07-08,2020-03-28,299
Jawa Timur,2021-01-20,102152,7135,955,78,1012.5714285714286,1820.7142857142858,2021-07-08,2020-03-24,303
Kalimantan Selatan,2021-01-20,16837,618,32,2,77.28571428571429,260.42857142857144,2021-04-02,2020-04-16,280
Bali,2021-01-21,22754,608,483,5,336.2857142857143,411,2021-07-08,2020-04-09,288
DKI Jakarta,2021-01-21,239226,3877,3151,30,3047.5714285714284,10324,2021-07-08,2020-03-12,316
Jambi,2021-01-21,4127,66,71,0,45.714285714285715,132,2021-06-19,2020-08-04,171
Jawa Barat,2021-01-21,118798,1485,1228,73,2036.7142857142858,6477.714285714285,2021-07-08,2020-03-21,307
Jawa Tengah,2021-01-21,109827,4843,1976,101,1824,3466.714285714286,2021-07-08,2020-03-28,300
Jawa Timur,2021-01-21,103286,7195,1134,60,1034.4285714285713,1820.7142857142858,2021-07-08,2020-03-24,304
Kalimantan Selatan,2021-01-21,16943,620,106,2,78,260.42857142857144,2021-04-02,2020-04-16,281
Bali,2021-01-22,23067,616,313,8,336.57142857142856,411,2021-07-08,2020-04-09,289
DKI Jakarta,2021-01-22,243018,3918,3792,41,3226.285714285714,10324,2021-07-08,2020-03-12,317
Jambi,2021-01-22,4189,67,62,1,47.285714285714285,132,2021-06-19,2020-08-04,172
Jawa Barat,2021-01-22,121239,1493,2441,8,1943.2857142857142,6477.714285714285,2021-07-08,2020-03-21,308
Jawa Tengah,2021-01-22,111623,4871,1796,28,1795.857142857143,3466.714285714286,2021-07-08,2020-03-28,301
Jawa Timur,2021-01-22,104342,7266,1056,71,1014.1428571428571,1820.7142857142858,2021-07-08,2020-03-24,305
Kalimantan Selatan,2021-01-22,17050,623,107,3,78,260.42857142857144,2021-04-02,2020-04-16,282
Bali,2021-01-23,23320,624,253,8,327.14285714285717,411,2021-07-08,2020-04-09,290
DKI Jakarta,2021-01-23,246303,3949,3285,31,3190.4285714285716,10324,2021-07-08,2020-03-12,318
Jambi,2021-01-23,4225,67,36,0,47.285714285714285,132,2021-06-19,2020-08-04,173
Jawa Barat,2021-01-23,123048,1509,1809,16,1707.4285714285713,6477.714285714285,2021-07-08,2020-03-21,309
Jawa Tengah,2021-01-23,113498,4889,1875,18,1778.4285714285713,3466.714285714286,2021-07-08,2020-03-28,302
Jawa Timur,2021-01-23,105261,7325,919,59,979.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,306
Kalimantan Selatan,2021-01-23,17187,626,137,3,82.14285714285714,260.42857142857144,2021-04-02,2020-04-16,283
Bali,2021-01-24,23612,627,292,3,331.42857142857144,411,2021-07-08,2020-04-09,291
DKI Jakarta,2021-01-24,249815,3988,3512,39,3207.1428571428573,10324,2021-07-08,2020-03-12,319
Jambi,2021-01-24,4263,67,38,0,45.285714285714285,132,2021-06-19,2020-08-04,174
Jawa Barat,2021-01-24,125376,1517,2328,8,1827,6477.714285714285,2021-07-08,2020-03-21,310
Jawa Tengah,2021-01-24,115013,4892,1515,3,1729.857142857143,3466.714285714286,2021-07-08,2020-03-28,303
Jawa Timur,2021-01-24,106162,7381,901,56,969.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,307
Kalimantan Selatan,2021-01-24,17307,629,120,3,83.28571428571429,260.42857142857144,2021-04-02,2020-04-16,284
Bali,2021-01-25,23798,637,186,10,324,411,2021-07-08,2020-04-09,292
DKI Jakarta,2021-01-25,252266,4031,2451,43,3220,10324,2021-07-08,2020-03-12,320
Jambi,2021-01-25,4289,67,26,0,44.857142857142854,132,2021-06-19,2020-08-04,175
Jawa Barat,2021-01-25,127398,1519,2022,2,1903.7142857142858,6477.714285714285,2021-07-08,2020-03-21,311
Jawa Tengah,2021-01-25,116526,5018,1513,126,1723.2857142857142,3466.714285714286,2021-07-08,2020-03-28,304
Jawa Timur,2021-01-25,107050,7440,888,59,975,1820.7142857142858,2021-07-08,2020-03-24,308
Kalimantan Selatan,2021-01-25,17440,632,133,3,100.42857142857143,260.42857142857144,2021-04-02,2020-04-16,285
Bali,2021-01-26,24340,646,542,9,366.14285714285717,411,2021-07-08,2020-04-09,293
DKI Jakarta,2021-01-26,254580,4077,2314,46,3184.4285714285716,10324,2021-07-08,2020-03-12,321
Jambi,2021-01-26,4328,67,39,0,43.42857142857143,132,2021-06-19,2020-08-04,176
Jawa Barat,2021-01-26,131322,1532,3924,13,2223.714285714286,6477.714285714285,2021-07-08,2020-03-21,312
Jawa Tengah,2021-01-26,118204,5130,1678,112,1732.5714285714287,3466.714285714286,2021-07-08,2020-03-28,305
Jawa Timur,2021-01-26,108017,7514,967,74,974.2857142857143,1820.7142857142858,2021-07-08,2020-03-24,309
Kalimantan Selatan,2021-01-26,17537,634,97,2,104.57142857142857,260.42857142857144,2021-04-02,2020-04-16,286
Bali,2021-01-27,24880,651,540,5,372.7142857142857,411,2021-07-08,2020-04-09,294
DKI Jakarta,2021-01-27,256416,4111,1836,34,2905.8571428571427,10324,2021-07-08,2020-03-12,322
Jambi,2021-01-27,4388,68,60,1,47.42857142857143,132,2021-06-19,2020-08-04,177
Jawa Barat,2021-01-27,134520,1638,3198,106,2421.4285714285716,6477.714285714285,2021-07-08,2020-03-21,313
Jawa Tengah,2021-01-27,120001,5238,1797,108,1735.7142857142858,3466.714285714286,2021-07-08,2020-03-28,306
Jawa Timur,2021-01-27,109081,7582,1064,68,989.8571428571429,1820.7142857142858,2021-07-08,2020-03-24,310
Kalimantan Selatan,2021-01-27,17599,637,62,3,108.85714285714286,260.42857142857144,2021-04-02,2020-04-16,287
Bali,2021-01-28,25246,659,366,8,356,411,2021-07-08,2020-04-09,295
DKI Jakarta,2021-01-28,259305,4151,2889,40,2868.4285714285716,10324,2021-07-08,2020-03-12,323
Jambi,2021-01-28,4453,68,65,0,46.57142857142857,132,2021-06-19,2020-08-04,178
Jawa Barat,2021-01-28,139052,1838,4532,200,2893.4285714285716,6477.714285714285,2021-07-08,2020-03-21,314
Jawa Tengah,2021-01-28,121508,5319,1507,81,1668.7142857142858,3466.714285714286,2021-07-08,2020-03-28,307
Jawa Timur,2021-01-28,110103,7639,1022,57,973.8571428571429,1820.7142857142858,2021-07-08,2020-03-24,311
Kalimantan Selatan,2021-01-28,17702,639,103,2,108.42857142857143,260.42857142857144,2021-04-02,2020-04-16,288
Bali,2021-01-29,25661,666,415,7,370.57142857142856,411,2021-07-08,2020-04-09,296
DKI Jakarta,2021-01-29,262753,4195,3448,44,2819.285714285714,10324,2021-07-08,2020-03-12,324
Jambi,2021-01-29,4499,69,46,1,44.285714285714285,132,2021-06-19,2020-08-04,179
Jawa Barat,2021-01-29,142887,1843,3835,5,3092.5714285714284,6477.714285714285,2021-07-08,2020-03-21,315
Jawa Tengah,2021-01-29,123003,5342,1495,23,1625.7142857142858,3466.714285714286,2021-07-08,2020-03-28,308
Jawa Timur,2021-01-29,111109,7691,1006,52,966.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,312
Kalimantan Selatan,2021-01-29,17822,642,120,3,110.28571428571429,260.42857142857144,2021-04-02,2020-04-16,289
Bali,2021-01-30,25914,671,253,5,370.57142857142856,411,2021-07-08,2020-04-09,297
DKI Jakarta,2021-01-30,266244,4225,3491,30,2848.714285714286,10324,2021-07-08,2020-03-12,325
Jambi,2021-01-30,4543,69,44,0,45.42857142857143,132,2021-06-19,2020-08-04,180
Jawa Barat,2021-01-30,147488,1870,4601,27,3491.4285714285716,6477.714285714285,2021-07-08,2020-03-21,316
Jawa Tengah,2021-01-30,124240,5359,1237,18,1534.5714285714287,3466.714285714286,2021-07-08,2020-03-28,309
Jawa Timur,2021-01-30,111939,7754,830,63,954,1820.7142857142858,2021-07-08,2020-03-24,313
Kalimantan Selatan,2021-01-30,17952,644,130,2,109.28571428571429,260.42857142857144,2021-04-02,2020-04-16,290
Bali,2021-01-31,26152,680,238,9,362.85714285714283,411,2021-07-08,2020-04-09,298
DKI Jakarta,2021-01-31,269718,4267,3474,42,2843.285714285714,10324,2021-07-08,2020-03-12,326
Jambi,2021-01-31,4580,72,37,3,45.285714285714285,132,2021-06-19,2020-08-04,181
Jawa Barat,2021-01-31,150336,1932,2848,62,3565.714285714286,6477.714285714285,2021-07-08,2020-03-21,317
Jawa Tengah,2021-01-31,125355,5384,1115,25,1477.4285714285713,3466.714285714286,2021-07-08,2020-03-28,310
Jawa Timur,2021-01-31,112795,7805,856,51,947.5714285714286,1820.7142857142858,2021-07-08,2020-03-24,314
Kalimantan Selatan,2021-01-31,18076,647,124,3,109.85714285714286,260.42857142857144,2021-04-02,2020-04-16,291
Bali,2021-02-01,26405,686,253,6,372.42857142857144,411,2021-07-08,2020-04-09,299
DKI Jakarta,2021-02-01,273332,4312,3614,45,3009.4285714285716,10324,2021-07-08,2020-03-12,327
Jambi,2021-02-01,4580,72,0,0,41.57142857142857,132,2021-06-19,2020-08-04,182
Jawa Barat,2021-02-01,153302,1937,2966,5,3700.5714285714284,6477.714285714285,2021-07-08,2020-03-21,318
Jawa Tengah,2021-02-01,126329,5464,974,80,1400.4285714285713,3466.714285714286,2021-07-08,2020-03-28,311
Jawa Timur,2021-02-01,113488,7864,693,59,919.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,315
Kalimantan Selatan,2021-02-01,18150,650,74,3,101.42857142857143,260.42857142857144,2021-04-02,2020-04-16,292
Bali,2021-02-02,26714,692,309,6,339.14285714285717,411,2021-07-08,2020-04-09,300
DKI Jakarta,2021-02-02,276694,4356,3362,44,3159.1428571428573,10324,2021-07-08,2020-03-12,328
Jambi,2021-02-02,4633,72,53,0,43.57142857142857,132,2021-06-19,2020-08-04,183
Jawa Barat,2021-02-02,155370,1985,2068,48,3435.4285714285716,6477.714285714285,2021-07-08,2020-03-21,319
Jawa Tengah,2021-02-02,127445,5522,1116,58,1320.142857142857,3466.714285714286,2021-07-08,2020-03-28,312
Jawa Timur,2021-02-02,114335,7919,847,55,902.5714285714286,1820.7142857142858,2021-07-08,2020-03-24,316
Kalimantan Selatan,2021-02-02,18237,652,87,2,100,260.42857142857144,2021-04-02,2020-04-16,293
Bali,2021-02-03,26975,698,261,6,299.2857142857143,411,2021-07-08,2020-04-09,301
DKI Jakarta,2021-02-03,280261,4400,3567,44,3406.4285714285716,10324,2021-07-08,2020-03-12,329
Jambi,2021-02-03,4693,74,60,2,43.57142857142857,132,2021-06-19,2020-08-04,184
Jawa Barat,2021-02-03,157611,1995,2241,10,3298.714285714286,6477.714285714285,2021-07-08,2020-03-21,320
Jawa Tengah,2021-02-03,129228,5529,1783,7,1318.142857142857,3466.714285714286,2021-07-08,2020-03-28,313
Jawa Timur,2021-02-03,115071,7977,736,58,855.7142857142857,1820.7142857142858,2021-07-08,2020-03-24,317
Kalimantan Selatan,2021-02-03,18341,655,104,3,106,260.42857142857144,2021-04-02,2020-04-16,294
Bali,2021-02-04,27191,707,216,9,277.85714285714283,411,2021-07-08,2020-04-09,302
DKI Jakarta,2021-02-04,283893,4440,3632,40,3512.5714285714284,10324,2021-07-08,2020-03-12,330
Jambi,2021-02-04,4741,75,48,1,41.142857142857146,132,2021-06-19,2020-08-04,185
